Month,Make,AccidentArea,MonthClaimed,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,RegistrationDate
Apr,Chevrolet,Urban,Apr,Sedan,98565,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,22378,700,4,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,May,Sport,70669,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,22464,500,2,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,2 vehicles,All Perils,1,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,34557,400,,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,21248,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Toyota,Rural,Jun,Sedan,27116,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Ford,Rural,May,Sedan,22745,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Honda,Urban,Apr,Sedan,28589,400,,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Mazda,Urban,Apr,Sedan,30720,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Honda,Urban,Apr,Sedan,34477,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,Apr,Sport,99844,400,4,more than 30,more than 30,more than 4,25 and under,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Apr,Honda,Urban,May,Sport,71373,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,21160,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,27532,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Chevrolet,Urban,Jul,Sedan,31458,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,Apr,Sedan,90263,400,4,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,Apr,Sedan,93144,400,2,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Pontiac,Urban,Jun,Sedan,23159,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Toyota,Urban,May,Sedan,20466,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Toyota,Rural,Apr,Sedan,24798,400,1,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,26851,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,27368,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Accura,Urban,May,Sedan,25359,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,May,Sedan,77591,400,3,more than 30,more than 30,none,25 and under,No,No,External,4 to 8 years,2 vehicles,All Perils,1,01:01.0
Apr,Toyota,Urban,Apr,Sport,33905,700,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Apr,Mazda,Rural,May,Sedan,27333,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Toyota,Urban,May,Sedan,24010,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,May,Sedan,95019,400,1,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,71559,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Toyota,Urban,Apr,Sedan,51585,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Toyota,Urban,Apr,Sedan,31407,400,3,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,22026,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,87669,400,4,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,81034,400,2,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sedan,31834,500,1,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
May,Pontiac,Rural,May,Sedan,11661,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Chevrolet,Urban,May,Sedan,22705,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Toyota,Urban,May,Sedan,23847,400,1,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
May,Honda,Urban,May,Sport,99627,400,2,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,11510,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Toyota,Urban,Jun,Sedan,24423,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,26392,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,37448,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sedan,24972,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Mazda,Rural,May,Sedan,23852,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Mazda,Urban,May,Sedan,34143,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Mazda,Urban,May,Sedan,31693,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,13974,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Accura,Rural,May,Sedan,83094,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sport,85015,500,4,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,Jun,Sedan,27452,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,2 vehicles,All Perils,1,01:01.0
May,Toyota,Urban,May,Sedan,23444,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Toyota,Rural,May,Sedan,4402,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Accura,Rural,May,Sedan,26804,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sedan,27890,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Accura,Urban,May,Utility,98605,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Rural,Jun,Sedan,23217,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Toyota,Urban,May,Sedan,17978,400,3,none,15 to 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Urban,May,Sedan,21055,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Rural,May,Sedan,36916,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,27658,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
May,Saab,Urban,May,Sedan,35976,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Urban,Jun,Sedan,26543,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Chevrolet,Urban,May,Sedan,20189,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Urban,May,Sedan,285,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,37955,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Honda,Urban,Jun,Sedan,41595,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Collision,1,01:01.0
May,Toyota,Urban,May,Sedan,92375,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Mazda,Rural,Oct,Sedan,34642,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Chevrolet,Urban,May,Sedan,20904,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Mazda,Urban,May,Sedan,20329,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Urban,May,Sedan,25213,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,88015,400,1,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Toyota,Urban,May,Sedan,21004,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sedan,24628,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Accura,Urban,May,Sedan,53732,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
May,Mazda,Urban,May,Sedan,37724,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,88997,500,3,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
May,Toyota,Urban,Jun,Sedan,5328,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Pontiac,Urban,Jun,Sedan,37125,500,1,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
May,Honda,Rural,May,Sedan,20320,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Toyota,Urban,Jun,Sedan,26180,400,,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Chevrolet,Urban,Jun,Utility,76484,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Chevrolet,Urban,Jun,Sedan,36634,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Accura,Urban,Jun,Sedan,41131,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,73038,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
Jun,Ford,Rural,Jun,Sedan,48574,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,73838,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,21874,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jul,Sedan,89339,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,94347,400,4,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Urban,Jun,Utility,93296,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sport,33194,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Jun,Mazda,Rural,Jun,Sedan,23996,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Toyota,Rural,Jun,Sedan,14534,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,17872,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,19270,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Pontiac,Rural,Jun,Sedan,36198,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,23303,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,15760,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,14738,400,1,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,35722,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Rural,Jun,Sedan,26176,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Pontiac,Urban,Jul,Sedan,25171,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Rural,Jun,Sedan,27113,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,28776,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,27385,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Urban,Jun,Sedan,38246,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,22228,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,14572,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,VW,Urban,Jun,Sedan,97983,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,30585,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Rural,Jun,Sedan,22227,400,2,more than 30,more than 30,more than 4,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Urban,Jul,Utility,90293,400,4,15 to 30,more than 30,1,over 25,No,No,External,1 year,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,87377,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Mazda,Urban,Jun,Sport,72947,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,28370,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
Jun,Pontiac,Urban,Jul,Sedan,24543,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Urban,Jun,Sedan,26668,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Saturn,Urban,Jun,Sedan,32643,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Ford,Urban,Sep,Sedan,25247,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,24252,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,81903,400,4,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jul,Sedan,28451,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,28827,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Honda,Urban,Oct,Sport,94964,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jul,Sedan,13075,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Honda,Urban,Jul,Sedan,36720,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,1 vehicle,Collision,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,25033,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Chevrolet,Urban,Dec,Sedan,24095,500,4,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Jul,Mazda,Urban,Jul,Sedan,51784,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Chevrolet,Urban,Jul,Sedan,32835,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Toyota,Urban,Jul,Sedan,71455,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Ford,Urban,Jul,Sedan,19476,500,2,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,25812,500,1,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Jul,Honda,Urban,Nov,Sedan,3566,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Honda,Urban,Jul,Sedan,25544,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Chevrolet,Urban,Jul,Utility,96046,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Pontiac,Urban,Jul,Sedan,26776,400,3,more than 30,more than 30,none,over 25,No,Yes,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Honda,Urban,Oct,Sport,86567,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Nov,Toyota,Urban,Nov,Sedan,25783,500,4,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Jul,Honda,Urban,Aug,Sedan,69256,400,4,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Toyota,Rural,Jul,Sedan,27394,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Mercury,Urban,Sep,Sedan,24176,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Pontiac,Rural,Jul,Sedan,14386,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Mazda,Urban,Jul,Sedan,24513,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Toyota,Urban,Jul,Sedan,8020,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Chevrolet,Urban,Aug,Sedan,35310,400,1,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,3 to 4,Collision,1,01:01.0
Jul,Toyota,Urban,Mar,Sedan,6309,700,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Pontiac,Urban,Aug,Sedan,36078,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
