Month,Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,PolicyNumber,Year,RegistrationDate
Mar,Ford,Urban,Apr,Male,Single,Policy Holder,Utility,95594,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,616493948,2023,2017-03-14 00:01:01.000001
Mar,Honda,Urban,Jul,Male,Married,Policy Holder,Sedan,31081,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,992704623,2023,2018-10-12 00:01:01.000001
Mar,Chevrolet,Urban,Mar,Female,Married,Policy Holder,Sedan,70110,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,234614550,2023,2016-07-04 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Married,Policy Holder,Sedan,38307,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,495543453,2023,2016-02-23 00:01:01.000001
Mar,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,28777,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,657532292,2023,2019-12-20 00:01:01.000001
Mar,Honda,Rural,Mar,Male,Single,Policy Holder,Sport,76316,400,4.0,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,Collision,1.0,391817874,2023,2020-07-22 00:01:01.000001
Feb,Chevrolet,Urban,Feb,Male,Married,Third Party,Sedan,38236,500,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1.0,722122356,2023,2017-09-04 00:01:01.000001
Mar,Mazda,Urban,Mar,Female,Married,Policy Holder,Sedan,24280,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,552526982,2023,2018-02-27 00:01:01.000001
Mar,Accura,Urban,Mar,Male,Married,Policy Holder,Utility,80345,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,140918229,2023,2017-12-11 00:01:01.000001
Jun,Chevrolet,Rural,Jun,Male,Married,Third Party,Sedan,72066,500,4.0,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1.0,509244527,2023,2017-01-12 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,36964,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,454144143,2023,2018-02-07 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Policy Holder,Sedan,38141,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,974962167,2023,2018-03-18 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Single,Policy Holder,Sedan,91243,400,1.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,1.0,792593008,2023,2023-06-17 00:01:01.000001
Mar,Chevrolet,Urban,Apr,Male,Single,Policy Holder,Sedan,26720,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,350855603,2023,2018-04-30 00:01:01.000001
Jun,Toyota,Urban,Jul,Male,Married,Third Party,Sport,32641,500,1.0,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,2 vehicles,Liability,1.0,788411473,2023,2016-09-13 00:01:01.000001
Mar,Ford,Urban,Mar,Male,Married,Policy Holder,Sedan,49466,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,397927666,2023,2017-09-22 00:01:01.000001
Mar,Toyota,Rural,Apr,Male,Married,Policy Holder,Sedan,1881,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,150701991,2023,2016-01-20 00:01:01.000001
Mar,Toyota,Rural,Mar,Male,Married,Policy Holder,Sedan,21524,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,All Perils,1.0,847649129,2023,2016-06-28 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,381,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,568256583,2023,2016-11-12 00:01:01.000001
Mar,Ford,Urban,Apr,Male,Married,Policy Holder,Sedan,4035,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,336211408,2023,2016-05-21 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Policy Holder,Sedan,98844,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,389408453,2023,2017-08-25 00:01:01.000001
Mar,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,23903,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,386384813,2023,2016-06-13 00:01:01.000001
Mar,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,23561,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,817043026,2023,2017-05-29 00:01:01.000001
Mar,Toyota,Urban,Jun,Male,Single,Policy Holder,Sedan,26940,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,833677854,2023,2018-05-02 00:01:01.000001
Mar,Toyota,Urban,Aug,Male,Married,Policy Holder,Sedan,71214,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,412882533,2023,2016-05-09 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Single,Policy Holder,Sedan,96539,400,2.0,more than 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,302818548,2023,2023-03-09 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Policy Holder,Sedan,4881,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,980603813,2023,2016-06-24 00:01:01.000001
Mar,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sedan,38580,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,189182758,2023,2016-03-01 00:01:01.000001
Mar,Honda,Urban,Apr,Female,Married,Policy Holder,Sport,84566,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,414446113,2023,2016-02-24 00:01:01.000001
Mar,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,22073,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,994724840,2023,2017-09-29 00:01:01.000001
Mar,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sedan,23508,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,387108166,2023,2018-01-06 00:01:01.000001
Mar,Mazda,Urban,Apr,Male,Married,Policy Holder,Sedan,25168,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,797414579,2023,2017-02-27 00:01:01.000001
Mar,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sedan,33001,400,3.0,more than 30,more than 30,2 to 4,over 25,No,Yes,External,no change,1 vehicle,All Perils,1.0,847817950,2023,2017-02-15 00:01:01.000001
Mar,Pontiac,Rural,Mar,Female,Married,Policy Holder,Sedan,33562,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,160409342,2023,2017-11-27 00:01:01.000001
Mar,Mazda,Urban,Apr,,Married,Policy Holder,Sedan,22731,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,959265857,2023,2017-05-16 00:01:01.000001
Mar,Ford,Urban,Apr,Male,Married,Policy Holder,Sedan,24947,700,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,554736440,2023,2016-11-13 00:01:01.000001
Mar,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,11389,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,322003868,2023,2016-03-22 00:01:01.000001
Mar,Pontiac,Urban,Apr,Female,Married,Policy Holder,Sedan,23295,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,102556139,2023,2018-07-12 00:01:01.000001
Mar,Chevrolet,Urban,Apr,MALE,Married,Policy Holder,Sport,78166,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1.0,985165683,2023,2016-12-21 00:01:01.000001
Mar,Toyota,Rural,May,Male,Single,Policy Holder,Sedan,24936,400,2.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,1.0,837319281,2023,2018-02-17 00:01:01.000001
Mar,Honda,Rural,Apr,Male,Married,Policy Holder,Sedan,25332,400,2.0,none,8 to 15,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,572936471,2023,2018-07-06 00:01:01.000001
Mar,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,33548,400,4.0,more than 30,more than 30,more than 4,over 25,No,,External,no change,1 vehicle,All Perils,1.0,700257378,2023,2016-10-11 00:01:01.000001
Apr,Pontiac,Rural,Dec,Male,Married,Policy Holder,Sedan,27931,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,191953373,2023,2017-11-09 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,33814,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,583168518,2023,2016-09-26 00:01:01.000001
Apr,Ford,Urban,Apr,Male,Single,Policy Holder,Sedan,23539,400,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,572749526,2023,2018-08-09 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,9001,400,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,293984673,2023,2018-05-08 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,36404,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,341040870,2023,2016-10-22 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Single,Policy Holder,Sedan,84084,400,3.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,188311811,2023,2023-09-30 00:01:01.000001
Apr,Pontiac,Urban,Jun,Male,Single,Policy Holder,Sedan,27529,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,669253729,2023,2019-02-15 00:01:01.000001
Apr,Ford,Rural,Apr,Male,Married,Policy Holder,Sedan,28010,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,503256727,2023,2018-04-12 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,21575,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,459112812,2023,2017-05-09 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Female,Divorced,Policy Holder,Sedan,28620,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,724438282,2023,2017-06-26 00:01:01.000001
Apr,Saturn,Urban,Apr,Male,Single,Policy Holder,Sedan,25582,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,3 to 4,All Perils,1.0,329684851,2023,2019-08-26 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,20927,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,542300718,2023,2017-03-10 00:01:01.000001
Apr,Ford,Urban,Apr,Male,Married,Policy Holder,Sedan,26887,500,1.0,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,1.0,583683924,2023,2017-11-26 00:01:01.000001
Apr,Accura,Rural,Apr,Male,Married,Policy Holder,Sedan,38244,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,549673167,2023,2016-04-12 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Male,Married,Policy Holder,Sedan,98565,400,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,864878396,2023,2016-11-16 00:01:01.000001
Apr,Pontiac,Urban,Apr,Female,Married,Policy Holder,Sedan,22378,700,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,1 year,1 vehicle,All Perils,1.0,989654724,2023,2017-06-04 00:01:01.000001
Apr,Honda,Urban,May,Male,Married,Policy Holder,Sport,70669,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,764157015,2023,2017-01-18 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Third Party,Sedan,22464,500,2.0,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,2 vehicles,All Perils,1.0,463174878,2023,2017-02-20 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Policy Holder,Sedan,34557,400,,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,716515083,2023,2019-04-10 00:01:01.000001
Apr,Pontiac,Urban,Apr,Female,Single,Policy Holder,Sedan,21248,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,713086632,2023,2017-06-25 00:01:01.000001
Apr,Toyota,Rural,Jun,Female,Single,Policy Holder,Sedan,27116,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,553964163,2023,2017-07-31 00:01:01.000001
Apr,Ford,Rural,May,Male,Single,Policy Holder,Sedan,22745,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,157626197,2023,2018-12-08 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Married,Policy Holder,Sedan,28589,400,,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,639357259,2023,2016-01-30 00:01:01.000001
Apr,Mazda,Urban,Apr,Male,Married,Policy Holder,Sedan,30720,400,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,158141455,2023,2018-08-14 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Married,Policy Holder,Sedan,34477,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,707980329,2023,2016-11-11 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Single,Policy Holder,Sport,99844,400,4.0,more than 30,more than 30,more than 4,25 and under,No,No,External,no change,1 vehicle,Liability,1.0,292000609,2023,2023-10-06 00:01:01.000001
Apr,Honda,Urban,May,Male,Married,Policy Holder,Sport,71373,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,282855739,2023,2018-04-30 00:01:01.000001
Apr,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,21160,400,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,944075618,2023,2018-04-18 00:01:01.000001
Apr,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,27532,400,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,423164390,2023,2017-09-10 00:01:01.000001
Apr,Chevrolet,Urban,Jul,Male,Married,Policy Holder,Sedan,31458,400,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,902318452,2023,2017-07-26 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Single,Policy Holder,Sedan,90263,400,4.0,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,865967352,2023,2023-10-01 00:01:01.000001
Apr,Honda,Urban,Apr,Male,Single,Policy Holder,Sedan,93144,400,2.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,741367001,2023,2023-12-06 00:01:01.000001
Apr,Pontiac,Urban,Jun,Male,Single,Policy Holder,Sedan,23159,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,302684507,2023,2021-07-29 00:01:01.000001
Apr,Toyota,Urban,May,Male,Married,Policy Holder,Sedan,20466,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1.0,509027958,2023,2017-11-12 00:01:01.000001
Apr,Toyota,Rural,Apr,Female,Single,Policy Holder,Sedan,24798,400,1.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,1.0,229223401,2023,2018-10-01 00:01:01.000001
Apr,Pontiac,Urban,May,Female,Married,Policy Holder,Sedan,26851,400,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,460021952,2023,2017-11-15 00:01:01.000001
Apr,Pontiac,Urban,May,Male,Single,Policy Holder,Sedan,27368,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,415266367,2023,2019-03-04 00:01:01.000001
Apr,Accura,Urban,May,Male,Married,Policy Holder,Sedan,25359,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,463301369,2023,2017-09-30 00:01:01.000001
Apr,Honda,Urban,May,Male,Single,Policy Holder,Sedan,77591,400,3.0,more than 30,more than 30,none,25 and under,No,No,External,4 to 8 years,2 vehicles,All Perils,1.0,173200122,2023,2023-05-28 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sport,33905,700,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1.0,110541882,2023,2017-11-08 00:01:01.000001
Apr,Mazda,Rural,May,Male,Married,Policy Holder,Sedan,27333,400,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,900523710,2023,2017-06-17 00:01:01.000001
Apr,Toyota,Urban,May,Female,Single,Policy Holder,Sedan,24010,400,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,324807050,2023,2017-05-10 00:01:01.000001
Apr,Honda,Urban,May,Male,Single,Policy Holder,Sedan,95019,400,1.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,345853898,2023,2023-05-01 00:01:01.000001
Apr,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,71559,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,563498224,2023,2019-11-17 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Single,Policy Holder,Sedan,51585,400,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,385738063,2023,2016-11-18 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sedan,31407,400,3.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1.0,753548392,2023,2016-10-28 00:01:01.000001
Apr,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,22026,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,537507856,2023,2018-04-12 00:01:01.000001
May,Honda,Urban,May,Male,Single,Policy Holder,Sedan,87669,400,4.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,893126049,2023,2023-03-04 00:01:01.000001
May,Honda,Urban,May,Male,Single,Policy Holder,Sedan,81034,400,2.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1.0,630253284,2023,2023-11-30 00:01:01.000001
May,Mazda,Urban,May,Male,Married,Third Party,Sedan,31834,500,1.0,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1.0,720388067,2023,2017-09-29 00:01:01.000001
May,Pontiac,Rural,May,Male,Single,Policy Holder,Sedan,11661,400,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,478260683,2023,2017-01-14 00:01:01.000001
May,Chevrolet,Urban,May,Male,Married,Policy Holder,Sedan,22705,400,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1.0,619866928,2023,2018-08-01 00:01:01.000001
May,Toyota,Urban,May,Male,Married,Policy Holder,Sedan,23847,400,1.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1.0,587977605,2023,2017-12-05 00:01:01.000001
May,Honda,Urban,May,Male,Single,Policy Holder,Sport,99627,400,2.0,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,1.0,628475534,2023,2021-10-22 00:01:01.000001
May,Pontiac,Urban,May,MALE,Single,Policy Holder,Sedan,11510,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,234214087,2023,2017-07-15 00:01:01.000001
May,Toyota,Urban,Jun,Male,Married,Policy Holder,Sedan,24423,400,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1.0,399443158,2023,2017-09-11 00:01:01.000001
May,Pontiac,Urban,May,Male,Single,Policy Holder,Sedan,26392,400,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1.0,653589555,2023,2019-07-19 00:01:01.000001
